pmid,Title,node-A,normalized_node_A,edge,normalized_edge,node-B,normalized_node_B,Context,normalized_Context
37080415.0,FTO-stabilized miR-139-5p targets ZNF217 to suppress prostate cancer cell malignancies by inactivating the PI3K/Akt/mTOR signal pathway.,FTO,FTO,stabilize,MAINTAINS,miR-139-5p,miR-139-5p,Prostate Cancer Cells,PRAD(Prostate Adenocarcinoma)
37080415.0,FTO-stabilized miR-139-5p targets ZNF217 to suppress prostate cancer cell malignancies by inactivating the PI3K/Akt/mTOR signal pathway.,miR-139-5p,miR-139-5p,target,INTERACTS_WITH,ZNF217,ZNF217,Prostate Cancer Cells,PRAD(Prostate Adenocarcinoma)
37080415.0,FTO-stabilized miR-139-5p targets ZNF217 to suppress prostate cancer cell malignancies by inactivating the PI3K/Akt/mTOR signal pathway.,miR-139-5p,miR-139-5p,inactivate,inactivate,PI3K/Akt/mTOR signal pathway,PI3K/AKT/mTOR pathway,Prostate Cancer Cells,PRAD(Prostate Adenocarcinoma)
37080415.0,FTO-stabilized miR-139-5p targets ZNF217 to suppress prostate cancer cell malignancies by inactivating the PI3K/Akt/mTOR signal pathway.,PI3K/Akt/mTOR signal pathway,PI3K/AKT/mTOR pathway,lead to,CAUSES,Inactivation,inactivation,Prostate Cancer Cells,PRAD(Prostate Adenocarcinoma)
37080415.0,FTO-stabilized miR-139-5p targets ZNF217 to suppress prostate cancer cell malignancies by inactivating the PI3K/Akt/mTOR signal pathway.,Inactivation,inactivation,suppress,INHIBITS,Prostate Cancer Cell Malignancies,Prostate Cancer Cell Malignancies,Prostate Cancer Cells,PRAD(Prostate Adenocarcinoma)
,,,,,,,,,
37085864.0,METTL3 facilitates immunosurveillance by inhibiting YTHDF2-mediated NLRC5 mRNA degradation in endometrial cancer.,METTL3,METTL3,facilitate,AUGMENTS,Immunosurveillance,"Monitoring, Immunologic",Endometrial Cancer,Dientamoebiasis
37085864.0,METTL3 facilitates immunosurveillance by inhibiting YTHDF2-mediated NLRC5 mRNA degradation in endometrial cancer.,METTL3,METTL3,inhibit,INHIBITS,YTHDF2,YTHDF2,Endometrial Cancer,Dientamoebiasis
37085864.0,METTL3 facilitates immunosurveillance by inhibiting YTHDF2-mediated NLRC5 mRNA degradation in endometrial cancer.,YTHDF2,YTHDF2,mediate degradation of,mediate degradation of,NLRC5 mRNA,NLRC5,Endometrial Cancer,Dientamoebiasis
37085864.0,METTL3 facilitates immunosurveillance by inhibiting YTHDF2-mediated NLRC5 mRNA degradation in endometrial cancer.,NLRC5 mRNA,NLRC5,regulate,AFFECTS,Immunosurveillance,"Monitoring, Immunologic",Endometrial Cancer,Dientamoebiasis
,,,,,,,,,
37086786.0,O-GlcNAcylation promotes the cytosolic localization of the m6A reader YTHDF1 and colorectal cancer tumorigenesis.,O-GlcNAcylation,o-glcnacylation,promote,STIMULATES,cytosolic localization,cytosolic localization,Colorectal Cancer,COAD(Colon Adenocarcinoma)
37086786.0,O-GlcNAcylation promotes the cytosolic localization of the m6A reader YTHDF1 and colorectal cancer tumorigenesis.,cytosolic localization,cytosolic localization,is of,is of,YTHDF1,YTHDF1,Colorectal Cancer,COAD(Colon Adenocarcinoma)
37086786.0,O-GlcNAcylation promotes the cytosolic localization of the m6A reader YTHDF1 and colorectal cancer tumorigenesis.,cytosolic localization,cytosolic localization,promote,STIMULATES,colorectal cancer tumorigenesis,colorectal cancer tumorigenesis,Colorectal Cancer,COAD(Colon Adenocarcinoma)
37086786.0,O-GlcNAcylation promotes the cytosolic localization of the m6A reader YTHDF1 and colorectal cancer tumorigenesis.,YTHDF1,YTHDF1,promote,STIMULATES,colorectal cancer tumorigenesis,colorectal cancer tumorigenesis,Colorectal Cancer,COAD(Colon Adenocarcinoma)
,,,,,,,,,
37088992.0,METTL3 affects FLT3-ITD+ acute myeloid leukemia by mediating autophagy by regulating PSMA3-AS1 stability.,METTL3,METTL3,mediate,AFFECTS,Autophagy,autophagy,FLT3-ITD+ acute myeloid leukemia,LAML(Acute Myeloid Leukemia)
37088992.0,METTL3 affects FLT3-ITD+ acute myeloid leukemia by mediating autophagy by regulating PSMA3-AS1 stability.,METTL3,METTL3,regulate,AFFECTS,PSMA3-AS1,PSMA3-AS1,FLT3-ITD+ acute myeloid leukemia,LAML(Acute Myeloid Leukemia)
37088992.0,METTL3 affects FLT3-ITD+ acute myeloid leukemia by mediating autophagy by regulating PSMA3-AS1 stability.,PSMA3-AS1,PSMA3-AS1,has,has,Stability,stability,FLT3-ITD+ acute myeloid leukemia,LAML(Acute Myeloid Leukemia)
37088992.0,METTL3 affects FLT3-ITD+ acute myeloid leukemia by mediating autophagy by regulating PSMA3-AS1 stability.,Stability,stability,regulate,AFFECTS,Autophagy,autophagy,FLT3-ITD+ acute myeloid leukemia,LAML(Acute Myeloid Leukemia)
,,,,,,,,,
37092305.0,m6A-modification regulated circ-CCT3 acts as the sponge of miR-378a-3p to promote hepatocellular carcinoma progression.,m6A-modification,m6A,regulate,AFFECTS,circ-CCT3,circ-CCT3,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
37092305.0,m6A-modification regulated circ-CCT3 acts as the sponge of miR-378a-3p to promote hepatocellular carcinoma progression.,circ-CCT3,circ-CCT3,sponge,sponge,miR-378a-3p,miR-378a-3p,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
37092305.0,m6A-modification regulated circ-CCT3 acts as the sponge of miR-378a-3p to promote hepatocellular carcinoma progression.,miR-378a-3p,miR-378a-3p,promote,STIMULATES,progression,progression,Hepatocellular Carcinoma,LIHC(Liver Hepatocellular Carcinoma)
,,,,,,,,,
36939388.0,The m6A reader YTHDF2 promotes bladder cancer progression by suppressing RIG-I-mediated immune response.,YTHDF2,YTHDF2,promote,STIMULATES,Bladder Cancer Progression,Bladder Cancer Progression,Bladder Cancer,BLCA(Bladder Urothelial Carcinoma)
36939388.0,The m6A reader YTHDF2 promotes bladder cancer progression by suppressing RIG-I-mediated immune response.,YTHDF2,YTHDF2,suppress,INHIBITS,RIG-I,DDX58,Bladder Cancer,BLCA(Bladder Urothelial Carcinoma)
36939388.0,The m6A reader YTHDF2 promotes bladder cancer progression by suppressing RIG-I-mediated immune response.,RIG-I,DDX58,mediate,AFFECTS,Immune Response,immune response,Bladder Cancer,BLCA(Bladder Urothelial Carcinoma)
36939388.0,The m6A reader YTHDF2 promotes bladder cancer progression by suppressing RIG-I-mediated immune response.,Immune Response,immune response,regulate,AFFECTS,Bladder Cancer Progression,Bladder Cancer Progression,Bladder Cancer,BLCA(Bladder Urothelial Carcinoma)
,,,,,,,,,
36943192.0,Role of miR-124-3p in regulatory mechanisms of Gpm6a expression in the hippocampus of chronically stressed rats.,miR-124-3p,miR-124-3p,regulate,AFFECTS,Gpm6a expression,GPM6A,Hippocampus of chronically stressed rats,Hippocampus of chronically stressed rats
,,,,,,,,,
36944332.0,m6A-driven SF3B1 translation control steers splicing to direct genome integrity and leukemogenesis.,m6A,m6A,drive,STIMULATES,SF3B1,SF3B1,Genome integrity and leukemogenesis,Genome integrity and leukemogenesis
36944332.0,m6A-driven SF3B1 translation control steers splicing to direct genome integrity and leukemogenesis.,SF3B1,SF3B1,steer,steer,splicing,splicing,Genome integrity and leukemogenesis,Genome integrity and leukemogenesis
,,,,,,,,,
36945110.0,METTL3-mediated m6A modification of HMGA2 mRNA promotes subretinal fibrosis and epithelial-mesenchymal transition.,METTL3,METTL3,mediate,AFFECTS,m6A,m6A,Null,Null
36945110.0,METTL3-mediated m6A modification of HMGA2 mRNA promotes subretinal fibrosis and epithelial-mesenchymal transition.,m6A,m6A,modify,AFFECTS,HMGA2 mRNA,HMGA2,Null,Null
36945110.0,METTL3-mediated m6A modification of HMGA2 mRNA promotes subretinal fibrosis and epithelial-mesenchymal transition.,HMGA2 mRNA,HMGA2,promote,STIMULATES,subretinal fibrosis,subretinal fibrosis,Null,Null
36945110.0,METTL3-mediated m6A modification of HMGA2 mRNA promotes subretinal fibrosis and epithelial-mesenchymal transition.,HMGA2 mRNA,HMGA2,promote,STIMULATES,epithelial-mesenchymal transition,epithelial to mesenchymal transition,Null,Null
,,,,,,,,,
36949231.0,A novel MYCN-YTHDF1 cascade contributes to retinoblastoma tumor growth by eliciting m6A -dependent activation of multiple oncogenes.,MYCN,MYCN,regulate,AFFECTS,YTHDF1,YTHDF1,Retinoblastoma,Retinoblastoma
36949231.0,A novel MYCN-YTHDF1 cascade contributes to retinoblastoma tumor growth by eliciting m6A -dependent activation of multiple oncogenes.,YTHDF1,YTHDF1,elicit,elicit,m6A,m6A,Retinoblastoma,Retinoblastoma
36949231.0,A novel MYCN-YTHDF1 cascade contributes to retinoblastoma tumor growth by eliciting m6A -dependent activation of multiple oncogenes.,m6A,m6A,activate,STIMULATES,Oncogenes,Oncogenes,Retinoblastoma,Retinoblastoma
36949231.0,A novel MYCN-YTHDF1 cascade contributes to retinoblastoma tumor growth by eliciting m6A -dependent activation of multiple oncogenes.,Oncogenes,Oncogenes,contribute,AFFECTS,Tumor Growth,Tumor Growth,Retinoblastoma,Retinoblastoma
,,,,,,,,,
36950992.0,Exosomal circCLIP1 regulates PM2.5-induced airway obstruction via targeting SEPT10 in vitro.,Exosomal circCLIP1,Exosomal circCLIP1,regulate,AFFECTS,PM2.5-induced airway obstruction,PM2.5-induced airway obstruction,In vitro,In vitro
36950992.0,Exosomal circCLIP1 regulates PM2.5-induced airway obstruction via targeting SEPT10 in vitro.,Exosomal circCLIP1,Exosomal circCLIP1,target,INTERACTS_WITH,10-Sep,10-Sep,In vitro,In vitro
36950992.0,Exosomal circCLIP1 regulates PM2.5-induced airway obstruction via targeting SEPT10 in vitro.,10-Sep,10-Sep,regulate,AFFECTS,PM2.5-induced airway obstruction,PM2.5-induced airway obstruction,In vitro,In vitro
,,,,,,,,,
36958694.0,m6A RNA methylation-mediated upregulation of HLF promotes intrahepatic cholangiocarcinoma progression by regulating the FZD4/beta-catenin signaling pathway.,m6A,m6A,upregulate,STIMULATES,HLF,HLF,Intrahepatic Cholangiocarcinoma,CHOL(Cholangiocarcinoma)
36958694.0,m6A RNA methylation-mediated upregulation of HLF promotes intrahepatic cholangiocarcinoma progression by regulating the FZD4/beta-catenin signaling pathway.,HLF,HLF,promote,STIMULATES,Intrahepatic Cholangiocarcinoma Progression,Intrahepatic Cholangiocarcinoma Progression,Intrahepatic Cholangiocarcinoma,CHOL(Cholangiocarcinoma)
36958694.0,m6A RNA methylation-mediated upregulation of HLF promotes intrahepatic cholangiocarcinoma progression by regulating the FZD4/beta-catenin signaling pathway.,HLF,HLF,regulate,AFFECTS,FZD4/beta-catenin signaling pathway,FZD4/beta-catenin signaling pathway,Intrahepatic Cholangiocarcinoma,CHOL(Cholangiocarcinoma)
36958694.0,m6A RNA methylation-mediated upregulation of HLF promotes intrahepatic cholangiocarcinoma progression by regulating the FZD4/beta-catenin signaling pathway.,FZD4/beta-catenin signaling pathway,FZD4/beta-catenin signaling pathway,regulate,AFFECTS,Intrahepatic Cholangiocarcinoma Progression,Intrahepatic Cholangiocarcinoma Progression,Intrahepatic Cholangiocarcinoma,CHOL(Cholangiocarcinoma)
,,,,,,,,,
36959603.0,Suxiao Jiuxin Pill alleviates myocardial ischemia-reperfusion injury through the ALKBH5/GSK3beta/mTOR pathway.,Suxiao Jiuxin Pill,Suxiao Jiuxin Pill,alleviate,INHIBITS,myocardial ischemia-reperfusion injury,Myocardial Ischemia Reperfusion Injury,Myocardial ischemia-reperfusion injury,Myocardial ischemia-reperfusion injury
36959603.0,Suxiao Jiuxin Pill alleviates myocardial ischemia-reperfusion injury through the ALKBH5/GSK3beta/mTOR pathway.,Suxiao Jiuxin Pill,Suxiao Jiuxin Pill,regulate,AFFECTS,ALKBH5/GSK3beta/mTOR pathway,ALKBH5/GSK3beta/mTOR pathway,Myocardial ischemia-reperfusion injury,Myocardial ischemia-reperfusion injury
36959603.0,Suxiao Jiuxin Pill alleviates myocardial ischemia-reperfusion injury through the ALKBH5/GSK3beta/mTOR pathway.,ALKBH5/GSK3beta/mTOR pathway,ALKBH5/GSK3beta/mTOR pathway,regulate,AFFECTS,myocardial ischemia-reperfusion injury,Myocardial Ischemia Reperfusion Injury,Myocardial ischemia-reperfusion injury,Myocardial ischemia-reperfusion injury
,,,,,,,,,
36960869.0,METTL3/YTHDF2 m6A axis promotes the malignant progression of bladder cancer by epigenetically suppressing RRAS.,METTL3/YTHDF2 m6A axis,METTL3/YTHDF2 m6A axis,promote,STIMULATES,Malignant Progression,Malignant Progression,Bladder Cancer,BLCA(Bladder Urothelial Carcinoma)
36960869.0,METTL3/YTHDF2 m6A axis promotes the malignant progression of bladder cancer by epigenetically suppressing RRAS.,METTL3/YTHDF2 m6A axis,METTL3/YTHDF2 m6A axis,suppress,INHIBITS,RRAS,RRAS,Bladder Cancer,BLCA(Bladder Urothelial Carcinoma)
36960869.0,METTL3/YTHDF2 m6A axis promotes the malignant progression of bladder cancer by epigenetically suppressing RRAS.,RRAS,RRAS,regulate,AFFECTS,Malignant Progression,Malignant Progression,Bladder Cancer,BLCA(Bladder Urothelial Carcinoma)
,,,,,,,,,
36973285.0,Rewired m6A epitranscriptomic networks link mutant p53 to neoplastic transformation.,m6A epitranscriptomic networks,m6A,link,link,mutant p53,mutant p53,Neoplastic Transformation,Neoplastic Transformation
36973285.0,Rewired m6A epitranscriptomic networks link mutant p53 to neoplastic transformation.,mutant p53,mutant p53,link,link,neoplastic transformation,neoplastic transformation,Neoplastic Transformation,Neoplastic Transformation
,,,,,,,,,
36977205.0,METTL3 relieved the injury of SH-SY5Y cells treated with lipopolysaccharide and exposed to sevoflurane through regulating the m6A levels of Sox2.,METTL3,METTL3,relieve,relieve,Injury,Wounds and Injuries,SH-SY5Y cells,SH-SY5Y cells
36977205.0,METTL3 relieved the injury of SH-SY5Y cells treated with lipopolysaccharide and exposed to sevoflurane through regulating the m6A levels of Sox2.,METTL3,METTL3,regulate,AFFECTS,m6A,m6A,SH-SY5Y cells,SH-SY5Y cells
36977205.0,METTL3 relieved the injury of SH-SY5Y cells treated with lipopolysaccharide and exposed to sevoflurane through regulating the m6A levels of Sox2.,m6A,m6A,is on,LOCATES,Sox2,SOX2,SH-SY5Y cells,SH-SY5Y cells
36977205.0,METTL3 relieved the injury of SH-SY5Y cells treated with lipopolysaccharide and exposed to sevoflurane through regulating the m6A levels of Sox2.,Sox2,SOX2,regulate,AFFECTS,Injury,Wounds and Injuries,SH-SY5Y cells,SH-SY5Y cells
,,,,,,,,,
36977668.0,METTL3 enhances pancreatic ductal adenocarcinoma progression and gemcitabine resistance through modifying DDX23 mRNA N6 adenosine methylation.,METTL3,METTL3,enhance,AUGMENTS,Pancreatic Ductal Adenocarcinoma Progression,Pancreatic Ductal Adenocarcinoma Progression,Pancreatic Ductal Adenocarcinoma,PAAD(Pancreatic Adenocarcinoma)
36977668.0,METTL3 enhances pancreatic ductal adenocarcinoma progression and gemcitabine resistance through modifying DDX23 mRNA N6 adenosine methylation.,METTL3,METTL3,enhance,AUGMENTS,Gemcitabine Resistance,Gemcitabine Resistance,Pancreatic Ductal Adenocarcinoma,PAAD(Pancreatic Adenocarcinoma)
36977668.0,METTL3 enhances pancreatic ductal adenocarcinoma progression and gemcitabine resistance through modifying DDX23 mRNA N6 adenosine methylation.,METTL3,METTL3,modify,AFFECTS,N6 Adenosine Methylation,m6A,Pancreatic Ductal Adenocarcinoma,PAAD(Pancreatic Adenocarcinoma)
36977668.0,METTL3 enhances pancreatic ductal adenocarcinoma progression and gemcitabine resistance through modifying DDX23 mRNA N6 adenosine methylation.,N6 Adenosine Methylation,m6A,is on,LOCATES,DDX23 mRNA,DDX23,Pancreatic Ductal Adenocarcinoma,PAAD(Pancreatic Adenocarcinoma)
36977668.0,METTL3 enhances pancreatic ductal adenocarcinoma progression and gemcitabine resistance through modifying DDX23 mRNA N6 adenosine methylation.,DDX23 mRNA,DDX23,regulate,AFFECTS,Pancreatic Ductal Adenocarcinoma Progression,Pancreatic Ductal Adenocarcinoma Progression,Pancreatic Ductal Adenocarcinoma,PAAD(Pancreatic Adenocarcinoma)
36977668.0,METTL3 enhances pancreatic ductal adenocarcinoma progression and gemcitabine resistance through modifying DDX23 mRNA N6 adenosine methylation.,DDX23 mRNA,DDX23,regulate,AFFECTS,Gemcitabine Resistance,Gemcitabine Resistance,Pancreatic Ductal Adenocarcinoma,PAAD(Pancreatic Adenocarcinoma)
,,,,,,,,,
36980863.0,TNC Accelerates Hypoxia-Induced Cardiac Injury in a METTL3-Dependent Manner.,TNC,TNC,accelerate,STIMULATES,Cardiac Injury,Cardiac Injury,Cardiac Injury,Cardiac Injury
36980863.0,TNC Accelerates Hypoxia-Induced Cardiac Injury in a METTL3-Dependent Manner.,Hypoxia,Hypoxia,induce,CAUSES,Cardiac Injury,Cardiac Injury,Cardiac Injury,Cardiac Injury
36980863.0,TNC Accelerates Hypoxia-Induced Cardiac Injury in a METTL3-Dependent Manner.,TNC,TNC,regulate,AFFECTS,METTL3,METTL3,Cardiac Injury,Cardiac Injury
36980863.0,TNC Accelerates Hypoxia-Induced Cardiac Injury in a METTL3-Dependent Manner.,METTL3,METTL3,regulate,AFFECTS,Cardiac Injury,Cardiac Injury,Cardiac Injury,Cardiac Injury
,,,,,,,,,
36988233.0,WTAP contributes to the tumorigenesis of osteosarcoma via modulating ALB in an m6A-dependent manner.,WTAP,WTAP,contribute,AFFECTS,tumorigenesis,Carcinogenesis,Osteosarcoma,SARC(Sarcoma)
36988233.0,WTAP contributes to the tumorigenesis of osteosarcoma via modulating ALB in an m6A-dependent manner.,WTAP,WTAP,modulate,AFFECTS,ALB,ALB,Osteosarcoma,SARC(Sarcoma)
36988233.0,WTAP contributes to the tumorigenesis of osteosarcoma via modulating ALB in an m6A-dependent manner.,WTAP,WTAP,regulate,AFFECTS,m6A,m6A,Osteosarcoma,SARC(Sarcoma)
36988233.0,WTAP contributes to the tumorigenesis of osteosarcoma via modulating ALB in an m6A-dependent manner.,ALB,ALB,contribute,AFFECTS,tumorigenesis,Carcinogenesis,Osteosarcoma,SARC(Sarcoma)
,,,,,,,,,
36992945.0,N6-methyladenosine reader YTHDF1 regulates the proliferation and migration of airway smooth muscle cells through m6A/cyclin D1 in asthma.,YTHDF1,YTHDF1,regulate,AFFECTS,Proliferation,cell population proliferation,Asthma,Asthma
36992945.0,N6-methyladenosine reader YTHDF1 regulates the proliferation and migration of airway smooth muscle cells through m6A/cyclin D1 in asthma.,YTHDF1,YTHDF1,regulate,AFFECTS,Migration,migration,Asthma,Asthma
36992945.0,N6-methyladenosine reader YTHDF1 regulates the proliferation and migration of airway smooth muscle cells through m6A/cyclin D1 in asthma.,YTHDF1,YTHDF1,bind,INTERACTS_WITH,m6A,m6A,Asthma,Asthma
36992945.0,N6-methyladenosine reader YTHDF1 regulates the proliferation and migration of airway smooth muscle cells through m6A/cyclin D1 in asthma.,m6A,m6A,regulate,AFFECTS,Cyclin D1,CCND1,Asthma,Asthma
36992945.0,N6-methyladenosine reader YTHDF1 regulates the proliferation and migration of airway smooth muscle cells through m6A/cyclin D1 in asthma.,Cyclin D1,CCND1,regulate,AFFECTS,Proliferation,cell population proliferation,Asthma,Asthma
