"","pmid","title"
"6021","35397614","N6-methyladenosine demethylase FTO suppressed prostate cancer progression by maintaining CLIC4 mRNA stability."
"6025","35398093","Solution structure ensemble of human obesity-associated protein FTO reveals druggable surface pockets at the interface between the N- and C-terminal domain."
"6028","35402071","m6A-induced repression of SIAH1 facilitates alternative splicing of androgen receptor variant 7 by regulating CPSF1."
"6034","37223505","N6-methyladenosine modified LINC00901 promotes pancreatic cancer progression through IGF2BP2/MYC axis."
"6039","35246004","Emodin relieves the inflammation and pyroptosis of lipopolysaccharide-treated 1321N1 cells by regulating methyltransferase-like 3 -mediated NLR family pyrin domain containing 3 expression."
"6046","35249103","METTL14-mediated N6-methyladenosine modification of Pten mRNA inhibits tumour progression in clear-cell renal cell carcinoma."
"6050","35255992","Chronic corticosterone disrupts the circadian rhythm of CRH expression and m6A RNA methylation in the chicken hypothalamus."
"6054","35256595","Reducing N6AMT1-mediated 6mA DNA modification promotes breast tumor progression via transcriptional repressing cell cycle inhibitors."
"6060","35256950","A novel inhibitor of N 6-methyladenosine demethylase FTO induces mRNA methylation and shows anti-cancer activities."
"6064","35261206","m6 A-mediated regulation of PBX1-GCH1 axis promotes gastric cancer proliferation and metastasis by elevating tetrahydrobiopterin levels."
"6071","35264707","LncRNA MAPKAPK5_AS1 facilitates cell proliferation in hepatitis B virus -related hepatocellular carcinoma."
"6073","35266112","rtcisE2F promotes the self-renewal and metastasis of liver tumor-initiating cells via N6-methyladenosine-dependent E2F3/E2F6 mRNA stability."
"6080","35273176","Fusobacterium nucleatum reduces METTL3-mediated m6A modification and contributes to colorectal cancer metastasis."
"6085","35278676","PRMT5 regulates RNA m6A demethylation for doxorubicin sensitivity in breast cancer."
"6089","35279083","ALKBH5 promotes lung fibroblast activation and silica-induced pulmonary fibrosis through miR-320a-3p and FOXM1."
"6094","35279688","YTHDF1 promotes breast cancer cell growth, DNA damage repair and chemoresistance."
"6098","35282088","YTHDF3 facilitates triple-negative breast cancer progression and metastasis by stabilizing ZEB1 mRNA in an m6A-dependent manner."
"6103","35284536","Methyltransferase-like 3 upregulation is involved in the chemoresistance of non-small cell lung cancer."
"6105","35287752","METTL3 modulates m6A modification of CDC25B and promotes head and neck squamous cell carcinoma malignant progression."
"6110","35289035","FTO Regulates Arecoline-exposed Oral Cancer Immune Response through PD-L1."
"6114","35304463","WTAP-mediated m6A modification of lncRNA NORAD promotes intervertebral disc degeneration."
"6118","35305312","The XRN1-regulated RNA helicase activity of YTHDC2 ensures mouse fertility independently of m6A recognition."
"6120","35305647","The N6-methyladenosine modification of circALG1 promotes the metastasis of colorectal cancer mediated by the miR-342-5p/PGF signalling pathway."
"6124","35305660","METTL14-mediated N6-methyladenosine modification of ITGB4 mRNA inhibits metastasis of clear cell renal cell carcinoma."
"6129","35306138","IGF2BP2 promotes gastric cancer progression by regulating the IGF1R-RhoA-ROCK signaling pathway."
"6133","35311620","Fat mass and obesity associated (FTO)-mediated N6-methyladenosine modification of Kruppel-like factor 3 (KLF3) promotes osteosarcoma progression."
"6138","35317283","SPI1-induced downregulation of FTO promotes GBM progression by regulating pri-miR-10a processing in an m6A-dependent manner."
"6145","35318034","ALKBH5 ameliorated liver fibrosis and suppressed HSCs activation via triggering PTCH1 activation in an m6A dependent manner."
"6152","35154166","Decreased Expression of Programmed Death Ligand-L1 by Seven in Absentia Homolog 2 in Cholangiocarcinoma Enhances T-Cell-Mediated Antitumor Activity."
"6155","35154467","The m6A RNA methyltransferase METTL3/METTL14 promotes leukemogenesis through the mdm2/p53 pathway in acute myeloid leukemia."
"6159","35156522","Methylation recognition protein YTH N6-methyladenosine RNA binding protein 1 (YTHDF1) regulates the proliferation, migration and invasion of osteosarcoma by regulating m6A level of CCR4-NOT transcription complex subunit 7 (CNOT7)."
"6168","35165263","Dynamic FMR1 granule phase switch instructed by m6A modification contributes to maternal RNA decay."
"6173","35172162","TBK1-METTL3 axis facilitates antiviral immunity."
"6175","35173309","LINC01021 maintains tumorigenicity by enhancing N6-methyladenosine reader IMP2 dependent stabilization of MSX1 and JARID2: implication in colorectal cancer."
"6183","35174450","The hub ten gene-based risk score system using RNA m6A methylation regulator features and tumor immune microenvironment in breast cancer."
"6186","35176453","METTL3 regulates LPS-induced inflammatory response via the NOD1 signaling pathway."
"6191","35176940","m6A demethylase FTO regulates the apoptosis and inflammation of cardiomyocytes via YAP1 in ischemia-reperfusion injury."
"6197","35177478","The m6A reader YTHDC2 is essential for escape from KSHV SOX-induced RNA decay."
"6200","35178087","LncRNA UCA1 Promotes the Progression of AML by Upregulating the Expression of CXCR4 and CYP1B1 by Affecting the Stability of METTL14."
"6207","35179655","METTL3 promotes oxaliplatin resistance of gastric cancer CD133+ stem cells by promoting PARP1 mRNA stability."
"6212","35182329","ALKBH5 promotes the progression of infantile hemangioma through regulating the NEAT1/miR-378b/FOSL1 axis."
"6216","35186724","YTHDF2 Inhibits the Migration and Invasion of Lung Adenocarcinoma by Negatively Regulating the FAM83D-TGFbeta1-SMAD2/3 Pathway."
"6222","35192037","METTL3-mediated LINC00657 promotes osteogenic differentiation of mesenchymal stem cells via miR-144-3p/BMPR1B axis."
"6228","35193930","Loss of YTHDF1 in gastric tumors restores sensitivity to antitumor immunity by recruiting mature dendritic cells."
"6233","35197058","METTL3/IGF2BP3 axis inhibits tumor immune surveillance by upregulating N6-methyladenosine modification of PD-L1 mRNA in breast cancer."
"6238","35197112","YTHDF1 promotes breast cancer progression by facilitating FOXM1 translation in an m6A-dependent manner."
"6243","35198364","MiR-451a promotes cell growth, migration and EMT in osteosarcoma by regulating YTHDC1-mediated m6A methylation to activate the AKT/mTOR signaling pathway."
"6250","35201342","Chronic Hexavalent Chromium Exposure Up-regulates the RNA Methyltransferase METTL3 Expression to Promote Cell Transformation, Cancer Stem Cell-like Property and Tumorigenesis."
"6255","35210391","METTL3 suppresses neuropathic pain via modulating N6-methyladenosine-dependent primary miR-150 processing."
"6260","35217651","m6A methyltransferase KIAA1429 acts as an oncogenic factor in colorectal cancer by regulating SIRT1 in an m6A-dependent manner."
"6265","35217832","The m6A reader IGF2BP3 promotes acute myeloid leukemia progression by enhancing RCC2 stability."
"6270","35226250","AS3MT facilitates NLRP3 inflammasome activation by m6A modification during arsenic-induced hepatic insulin resistance."
"6274","35233461","LINC00665 regulates hepatocellular carcinoma by modulating mRNA via the m6A enzyme."
"6279","35070958","Stimulation of Let-7 Maturation by Metformin Improved the Response to Tyrosine Kinase Inhibitor Therapy in an m6A Dependent Manner."
"6284","35073459","LncRNA LINC00942 promotes chemoresistance in gastric cancer by suppressing MSI2 degradation to enhance c-Myc mRNA stability."
"6289","35078505","The essential roles of m6A RNA modification to stimulate ENO1-dependent glycolysis and tumorigenesis in lung adenocarcinoma."
"6295","35090515","FTO suppresses glycolysis and growth of papillary thyroid cancer via decreasing stability of APOE mRNA in an N6-methyladenosine-dependent manner."
"6302","35094011","METTL3 promotes intrahepatic cholangiocarcinoma progression by regulating IFIT2 expression in an m6A-YTHDF2-dependent manner."
"6308","35096816","METTL3 Contributes to Osteosarcoma Progression by Increasing DANCR mRNA Stability via m6A Modification."
"6313","35101069","YTHDC1 regulates distinct post-integration steps of HIV-1 replication and is important for viral infectivity."
"6316","35101091","FIONA1 is an RNA N6-methyladenosine methyltransferase affecting Arabidopsis photomorphogenesis and flowering."
"6319","35110680","The m6A reading protein YTHDF3 potentiates tumorigenicity of cancer stem-like cells in ocular melanoma through facilitating CTNNB1 translation."
"6323","35112553","YTHDF3 modulates hematopoietic stem cells by recognizing RNA m6A modification on Ccnd1."
"6328","35114989","Demethylase ALKBH5 suppresses invasion of gastric cancer via PKMYT1 m6A modification."
"6333","35117988","m6A Methyltransferase METTL3 Promotes the Progression of Primary Acral Melanoma via Mediating TXNDC5 Methylation."
"6337","35120571","N6-methyladenosine-dependent modification of circGARS acts as a new player that promotes SLE progression through the NF-kappaB/A20 axis."
"6342","35121825","M6A demethylase FTO-mediated downregulation of DACT1 mRNA stability promotes Wnt signaling to facilitate osteosarcoma progression."
"6346","35127873","ALKBH5 Regulates SPHK1-Dependent Endothelial Cell Angiogenesis Following Ischemic Stress."
"6351","35132536","circCELF1 Inhibits Myocardial Fibrosis by Regulating the Expression of DKK2 Through FTO/m6A and miR-636."
"6358","35135551","DHA alleviates diet-induced skeletal muscle fiber remodeling via FTO/m6A/DDIT4/PGC1alpha signaling."
"6362","35136045","MYC-activated RNA N6-methyladenosine reader IGF2BP3 promotes cell proliferation and metastasis in nasopharyngeal carcinoma."
"6366","35136989","LncRNA LINC02253 activates KRT18/MAPK/ERK pathway by mediating N6-methyladenosine modification of KRT18 mRNA in gastric cancer."
"6372","35138268","Pathogenic variants in the human m6A reader YTHDC2 are associated with primary ovarian insufficiency."
"6375","35139773","Methyltransferase-like (METTL)14-mediated N6-methyladenosine modification modulates retinal pigment epithelial (RPE) activity by regulating the methylation of microtubule-associated protein (MAP)2."
"6380","35143475","Dynamic assembly of the mRNA m6A methyltransferase complex is regulated by METTL3 phase separation."
"6383","35144642","Methyltransferase like 7B is a potential therapeutic target for reversing EGFR-TKIs resistance in lung adenocarcinoma."
"6386","35145225","METTL16 exerts an m6A-independent function to facilitate translation and tumorigenesis."
"6390","35145273","FTO promotes Bortezomib resistance via m6A-dependent destabilization of SOD2 expression in multiple myeloma."
"6395","35145841","m6A-dependent upregulation of TRAF6 by METTL3 is associated with metastatic osteosarcoma."
"6398","34976433","SMC1A regulated by KIAA1429 in m6A-independent manner promotes EMT progress in breast cancer."
"6401","34980191","The m6A methyltransferase METTL3 affects autophagy and progression of nasopharyngeal carcinoma by regulating the stability of lncRNA ZFAS1."
"6408","34980207","RNA N6-methyladenosine reader IGF2BP2 promotes lymphatic metastasis and epithelial-mesenchymal transition of head and neck squamous carcinoma cells via stabilizing slug mRNA in an m6A-dependent manner."
"6416","34995801","ATXN2-mediated translation of TNFR1 promotes esophageal squamous cell carcinoma via m6A-dependent manner."
"6421","34996459","Hypoxia-mediated YTHDF2 overexpression promotes lung squamous cell carcinoma progression by activation of the mTOR/AKT axis."
"6426","34996469","METTL3 promotes lung adenocarcinoma tumor growth and inhibits ferroptosis by stabilizing SLC7A11 m6A modification."
"6433","34998823","m6A demethylation of cytidine deaminase APOBEC3B mRNA orchestrates arsenic-induced mutagenesis."
"6438","34999731","WTAP-mediated m6A modification of lncRNA DIAPH1-AS1 enhances its stability to facilitate nasopharyngeal carcinoma growth and metastasis."
"6444","35002506","HPV E6/E7 promotes aerobic glycolysis in cervical cancer by regulating IGF2BP2 to stabilize m6A-MYC expression."
"6450","35007522","Isovitexin protects against acute liver injury by targeting PTEN, PI3K and BiP via modification of m6A."
"6459","35012593","METTL3 promotes colorectal carcinoma progression by regulating the m6A-CRB3-Hippo axis."
"6463","35013106","METTL14 suppresses pyroptosis and diabetic cardiomyopathy by downregulating TINCR lncRNA."
"6467","35013140","METTL14 promotes apoptosis of spinal cord neurons by inducing EEF1A2 m6A methylation in spinal cord injury."
"6472","35014676","N6-methyladenosine upregulates miR-181d-5p in exosomes derived from cancer-associated fibroblasts to inhibit 5-FU sensitivity by targeting NCALD in colorectal cancer."
